run,split,level,n,n_pos,n_neg,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,average_precision,signal_mode,ica_keep_labels,brain_ic_min_gof,brain_ic_use_dipoles,model,seed,overrides,path
cap20_seed2,train,subject,154,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/bipolar_filt/runs/cap20_seed2",logs/train/bipolar_filt/runs/cap20_seed2
cap20_seed2,test,window,671,381,290,0.6348733233979136,0.6150601864422119,0.7611548556430446,0.4689655172413793,0.6531531531531531,0.703030303030303,0.2409417954055716,0.6519775545298216,0.7045371856084689,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/bipolar_filt/runs/cap20_seed2",logs/train/bipolar_filt/runs/cap20_seed2
cap20_seed2,test,subject,41,21,20,0.6585365853658537,0.6523809523809524,0.9047619047619048,0.4,0.6129032258064516,0.7307692307692307,0.3547353571031637,0.719047619047619,0.7572342740023605,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/bipolar_filt/runs/cap20_seed2",logs/train/bipolar_filt/runs/cap20_seed2
cap20_seed3,train,window,2456,1383,1073,0.9995928338762216,0.999638467100506,0.9992769342010124,1.0,1.0,0.9996383363471972,0.9991729123380864,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/bipolar_filt/runs/cap20_seed3",logs/train/bipolar_filt/runs/cap20_seed3
cap20_seed3,train,subject,154,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/bipolar_filt/runs/cap20_seed3",logs/train/bipolar_filt/runs/cap20_seed3
cap20_seed3,test,window,627,371,256,0.6347687400318979,0.6405197102425876,0.6091644204851752,0.671875,0.7290322580645161,0.6637298091042585,0.2762890675376962,0.708347371967655,0.7781817486717926,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/bipolar_filt/runs/cap20_seed3",logs/train/bipolar_filt/runs/cap20_seed3
cap20_seed3,test,subject,41,21,20,0.7073170731707317,0.7083333333333333,0.6666666666666666,0.75,0.7368421052631579,0.7,0.417662287361322,0.8119047619047619,0.8126951705081813,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/bipolar_filt/runs/cap20_seed3",logs/train/bipolar_filt/runs/cap20_seed3
cap20_seed4,train,window,2424,1389,1035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/bipolar_filt/runs/cap20_seed4",logs/train/bipolar_filt/runs/cap20_seed4
cap20_seed4,train,subject,154,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/bipolar_filt/runs/cap20_seed4",logs/train/bipolar_filt/runs/cap20_seed4
cap20_seed4,test,window,659,365,294,0.5508345978755691,0.53960488304911,0.6438356164383562,0.4353741496598639,0.5860349127182045,0.6135770234986945,0.080670878980025,0.5717826856770105,0.6022712214047171,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/bipolar_filt/runs/cap20_seed4",logs/train/bipolar_filt/runs/cap20_seed4
cap20_seed4,test,subject,41,21,20,0.5853658536585366,0.5833333333333333,0.6666666666666666,0.5,0.5833333333333334,0.6222222222222222,0.1690998853986308,0.588095238095238,0.5818317847729613,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/bipolar_filt/runs/cap20_seed4",logs/train/bipolar_filt/runs/cap20_seed4
cap40_seed0,train,window,3494,2220,1274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=0; output_dir=logs/train/bipolar_filt/runs/cap40_seed0",logs/train/bipolar_filt/runs/cap40_seed0
cap40_seed0,train,subject,154,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=0; output_dir=logs/train/bipolar_filt/runs/cap40_seed0",logs/train/bipolar_filt/runs/cap40_seed0
cap40_seed0,test,window,1087,688,399,0.62557497700092,0.5857776709214897,0.7354651162790697,0.4360902255639097,0.6922024623803009,0.7131782945736435,0.1761981016529964,0.6266064871481027,0.7103875493497065,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=0; output_dir=logs/train/bipolar_filt/runs/cap40_seed0",logs/train/bipolar_filt/runs/cap40_seed0
cap40_seed0,test,subject,41,21,20,0.6097560975609756,0.6035714285714285,0.8571428571428571,0.35,0.5806451612903226,0.6923076923076923,0.2411091880310565,0.6190476190476191,0.620725607399611,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=0; output_dir=logs/train/bipolar_filt/runs/cap40_seed0",logs/train/bipolar_filt/runs/cap40_seed0
cap40_seed1,train,window,3698,2323,1375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/bipolar_filt/runs/cap40_seed1",logs/train/bipolar_filt/runs/cap40_seed1
cap40_seed1,train,subject,154,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/bipolar_filt/runs/cap40_seed1",logs/train/bipolar_filt/runs/cap40_seed1
cap40_seed1,test,window,883,585,298,0.6670441676104191,0.6565249813571961,0.6888888888888889,0.6241610738255033,0.7825242718446602,0.7327272727272728,0.3002425207393094,0.6874376183101014,0.7803987443828928,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/bipolar_filt/runs/cap40_seed1",logs/train/bipolar_filt/runs/cap40_seed1
cap40_seed1,test,subject,41,21,20,0.6829268292682927,0.680952380952381,0.7619047619047619,0.6,0.6666666666666666,0.7111111111111111,0.367188322579884,0.7261904761904762,0.6648065024687848,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/bipolar_filt/runs/cap40_seed1",logs/train/bipolar_filt/runs/cap40_seed1
cap40_seed2,train,window,3549,2230,1319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/bipolar_filt/runs/cap40_seed2",logs/train/bipolar_filt/runs/cap40_seed2
cap40_seed2,train,subject,154,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/bipolar_filt/runs/cap40_seed2",logs/train/bipolar_filt/runs/cap40_seed2
cap40_seed2,test,window,1032,678,354,0.6337209302325582,0.5848957552122394,0.7404129793510325,0.4293785310734463,0.7130681818181818,0.7264833574529667,0.1731048349601527,0.6140067996600169,0.751264578962265,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/bipolar_filt/runs/cap40_seed2",logs/train/bipolar_filt/runs/cap40_seed2
cap40_seed2,test,subject,41,21,20,0.6097560975609756,0.6047619047619048,0.8095238095238095,0.4,0.5862068965517241,0.68,0.2301804342105929,0.680952380952381,0.7135326121134347,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/bipolar_filt/runs/cap40_seed2",logs/train/bipolar_filt/runs/cap40_seed2
cap40_seed3,train,window,3704,2353,1351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/bipolar_filt/runs/cap40_seed3",logs/train/bipolar_filt/runs/cap40_seed3
cap40_seed3,train,subject,154,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/bipolar_filt/runs/cap40_seed3",logs/train/bipolar_filt/runs/cap40_seed3
cap40_seed3,test,window,877,555,322,0.6522234891676169,0.6430865648256953,0.6774774774774774,0.6086956521739131,0.749003984063745,0.7114474929044465,0.2788276176313095,0.7093503441329527,0.8040357359802777,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/bipolar_filt/runs/cap40_seed3",logs/train/bipolar_filt/runs/cap40_seed3
cap40_seed3,test,subject,41,21,20,0.7317073170731707,0.7297619047619048,0.8095238095238095,0.65,0.7083333333333334,0.7555555555555555,0.4662325411705106,0.7857142857142857,0.7800745655985937,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/bipolar_filt/runs/cap40_seed3",logs/train/bipolar_filt/runs/cap40_seed3
cap40_seed4,train,window,3587,2337,1250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/bipolar_filt/runs/cap40_seed4",logs/train/bipolar_filt/runs/cap40_seed4
cap40_seed4,train,subject,154,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/bipolar_filt/runs/cap40_seed4",logs/train/bipolar_filt/runs/cap40_seed4
cap40_seed4,test,window,994,571,423,0.5593561368209256,0.5346598601433344,0.7005253940455342,0.3687943262411347,0.5997001499250375,0.6462035541195477,0.0729471360911803,0.5739008748286983,0.6577579174181887,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/bipolar_filt/runs/cap40_seed4",logs/train/bipolar_filt/runs/cap40_seed4
cap40_seed4,test,subject,41,21,20,0.4878048780487805,0.4821428571428571,0.7142857142857143,0.25,0.5,0.5882352941176471,-0.040291148201269,0.6,0.5972601098853516,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.require_keep_labels=[brain,other]; data.signal_mode=bipolar; model.class_weight=balanced; data.filter_freq=[1,100]; data.require_keep_labels=[brain,other]; data.notch_freqs=[60]; data.exclude_recordings_file=diagnostics/psd/exclude_recordings.txt; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/bipolar_filt/runs/cap40_seed4",logs/train/bipolar_filt/runs/cap40_seed4
